"subject" "activity" "NA"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
6 2 "walkingupstairs"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 5 "standing"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 4 "sitting"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 6 "laying"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 1 "walking"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 3 "walkingdownstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
7 2 "walkingupstairs"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 5 "standing"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 4 "sitting"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 6 "laying"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 1 "walking"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 3 "walkingdownstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
8 2 "walkingupstairs"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 5 "standing"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 4 "sitting"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 6 "laying"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 1 "walking"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 3 "walkingdownstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
11 2 "walkingupstairs"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 5 "standing"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 4 "sitting"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 6 "laying"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 1 "walking"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 3 "walkingdownstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
14 2 "walkingupstairs"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
